cid	size	cluster
Using	62	blow.v,employment.n,fire.v,expend.v,detonate.v,utilisation.n,eat up.v,detonation.n,employ.v,balloon.v,run out.v,give try.idio,motor.v,pedal.v,operation.n,exercise.v,caravan.v,paddle.v,utilise.v,cycle.v,parachute.v,spend.v,punt.v,boat.v,apply.v,raft.v,bike.v,explode.v,row.v,skate.v,canoe.v,sledge.v,tack.v,blow up.v,taxi.v,go through.v,avail oneself.v,use.v,toboggan.v,operational.a,cruise.v,exhaust.v,squander.v,run.v,drive.v,shoot.v,devour.v,operate.v,manage.v,ride.v,sail.v,shot.n,bicycle.v,fly.v,discharge.v,use up.v,deplete.v,try.v,use.n,consume.v,operate.v,application.n
Activity_resume	3	renew.v,restart.v,resume.v
Traversing	18	circle.v,hop.v,climb.v,cut.v,descend.v,ascent.n,leap.v,ford.v,pass.v,descent.n,skirt.v,mount.v,ascend.v,traverse.v,jump.v,crisscross.v,ascend.v,cross.v
Sufficiency	22	sufficiently.adv,too.adv,adequately.adv,insufficiently.adv,enough.adv,plenty.n,adequate.a,inadequacy.n,plenty.adv,sufficient.a,ample.a,enough.a,inadequate.a,enough.n,insufficient.a,adequacy.n,suffice.v,inadequately.adv,insufficiency.n,plenty.a,so.adv,serve.v
Successful_action	12	do it.v,do the trick.v,unsuccessful.a,manage.v,go wrong.v,success.n,come off.v,fail.v,failed.a,succeed.v,serve.v,successful.a
Memorization	4	memorization.n,learn.v,memorise.v,commit to memory.v
Exemplariness	3	exemplary.a,standard.a,prototypical.a
Bounded_entity	0	
Give_impression	9	feel.v,stink.v,appear.v,sound.v,smell.v,seem.v,reek.v,taste.v,look.v
Accoutrements	77	hairpin.n,trilby.n,choker.n,mitre.n,headdress.n,headpiece.n,greaves.n,hairband.n,diadem.n,hairgrip.n,turban.n,veil.n,panama.n,anklet.n,helm.n,sash.n,crown.n,helmet.n,shako.n,trinket.n,balaclava.n,hauberk.n,bandanna.n,jewellery.n,coronet.n,watch.n,medal.n,boater.n,biretta.n,gorget.n,circlet.n,skullcap.n,earring.n,sombrero.n,regalia.n,medallion.n,ribbon.n,ring.n,beret.n,yarmulkah.n,nightcap.n,belt.n,brooch.n,glasses.n,badge.n,bangle.n,armband.n,mantle.n,hairpiece.n,tiara.n,top-hat.n,bowler.n,armlet.n,goggles.n,cap.n,headband.n,accoutrement.n,pendant.n,wig.n,locket.n,cufflink.n,gas mask.n,sporran.n,snood.n,fez.n,hat.n,chain.n,bonnet.n,hat-pin.n,hairnet.n,bracelet.n,hairslide.n,necklace.n,spectacles.n,coif.n,mask.n,toupee.n
Damaging	34	vandalism.n,scrunch.v,key.v,crumple.v,score.v,deformation.n,warp.v,squish.v,vandalise.v,scrape.v,bend.v,curl.v,nick.v,sabotage.v,mold.v,scratch.v,tear.v,deface.v,mar.v,dent.v,flatten.v,crush.v,launch.v,fold.v,damage.v,chip.v,rend.v,squash.v,rip.v,roll.v,shape.v,dent.v,form.v,damage.n
Being_in_control	13	manipulation.n,control.n,manipulate.v,control.v,management.n,dominate.v,dominate.v,domination.n,domination.n,dominant.a,strongman.n,rule.v,manage.v
Strictness	7	indulgent.a,severe.a,authoritarian.a,lenient.a,tolerant.a,liberal.a,strict.a
Misdeed	106	stick up.v,embezzler.n,misappropriate.v,stealing.n,carjacking.n,rifle.v,purloin.v,thieving.a,rustle.v,domestic violence.n,rape.v,abusive.a,maltreat.v,mug.v,pilfer.v,cutpurse.n,embezzlement.n,stolen.a,sin.n,light-fingered.a,steal.v,heist.n,kidnapped.a,misdeed.n,nick.v,kidnapper.n,hijacked.a,sin.v,abduction.n,rob.v,transgression.n,contraband.n,ransack.v,abstract.v,kidnapping.n,crime.n,stick-up.n,perpetrate.v,pirate.v,pilferage.n,hijacking.n,lift.v,flog.v,snitch.v,pickpocket.v,make off (with).v,filch.v,shoplift.v,peculation.n,theft.n,abstraction.n,commission.n,smuggling.n,hijacker.n,hold-up.n,snatch.n,abductor.n,contraband.a,abducted.a,abuse.n,snatcher.n,pickpocket.n,nab.v,shoplifting.n,shoplifter.n,larceny.n,snatch.v,peccadillo.n,bag.v,smuggler.n,robbery.n,carjack.v,commit.v,pilfering.n,sexually assault.v,stealer.n,kidnap.v,misappropriation.n,smuggle.v,hold up.v,mugging.n,pinch.v,mugger.n,raped.a,swipe.v,hijack.v,snatch.v,embezzle.v,maltreatment.n,snatcher.n,piracy.n,thieve.v,abduct.v,batter.v,thief.n,abuse.v,abscond (with).v,robber.n,rob blind.v,rapist.n,thieving.n,cop.v,shanghai.v,rape.n,pilferer.n,transgress.v
Relation	408	elsewhere.adv,sprinkled.a,out.prep,underground.a,plastered.a,touch.v,neighbor.v,around.prep,now.adv,idiosyncrasy.n,absent.v,successive.a,dusted.a,then.adv,surfaced.a,east.adv,around.prep,against.prep,festoon.v,sabbatical.n,throughout.prep,overfilled.a,leave of absence.n,dot.v,contiguous.a,oddity.n,stud.v,touching.a,northeast.adv,peculiar.a,adjacency.n,southeast.prep,east.n,garnish.v,to.prep,past.prep,adjacent.a,below.prep,chock-full.a,across.prep,overcrowded.a,today.n,precede.v,dabbed.a,vacation.n,crammed.a,above-ground.a,replete.a,wreathe.v,off.prep,adorned.a,next to.prep,weird.a,underground.adv,strewn.a,north.n,here.adv,litter.v,south.adv,simultaneous.a,athwart.prep,splattered.a,conjunction.n,coated.a,over.prep,teeming.a,over.prep,filled.a,current.a,surrounding.a,smeared.a,series.n,inland.a,heaped.a,adjoin.v,offshore.a,wallpapered.a,contact.v,neighbor.n,cloaked.a,holiday.n,at.prep,dotted.a,on.prep,film.v,above.prep,sequential.a,furlough.n,tangent.a,uncanny.a,all over.prep,simultaneity.n,succession.n,preceding.a,full.a,busy.a,PTO.n,encrust.v,draped.a,upon.prep,currently.adv,unique.a,where.adv,line.v,neighboring.a,certain.a,mainland.n,drizzled.a,pave.v,brimming.a,abuzz.a,contiguity.n,north.adv,buttered.a,on top (of).prep,in.prep,envelop.v,particular.a,injected.a,peculiarity.n,predate.v,near.prep,stuffed.a,at.prep,tiled.a,border.v,everywhere.adv,chock-a-block.a,time off.n,thronging.a,hum.v,bustle.v,adjoining.a,leave.n,contact.n,covered.a,absence.n,order.n,southwest.adv,blanket.v,then.a,southeast.adv,to.prep,late.a,later.adv,south.n,former.a,by.prep,behind.prep,following.prep,until.prep,function.n,cover.v,thereafter.adv,follow.v,coat.v,ante.prep,cloak.v,outside.prep,southeast.n,underneath.prep,into.prep,far.a,northeast.n,antecedent.a,store.v,beside.prep,near.a,distant.a,in front (of).prep,close.a,same.a,decorate.v,jostling.a,eventually.adv,in back (of).prep,in time.adv,use.n,belated.a,opposite.a,previous.a,northwest.adv,post.prep,over.prep,northwest.n,deck.v,ahead.adv,early.a,encircle.v,neighboring.a,overdue.a,along.prep,under.prep,pre.prep,formerly.adv,right [landmark-based].n,in among.prep,on.prep,through.prep,left [landmark-based].n,left [viewpoint-based].n,proximity.n,already.adv,right [viewpoint-based].n,since.prep,premature.a,house.v,opposite.prep,following.a,port.n,finally.adv,fill.v,starboard.n,beneath.prep,yet.adv,linked.a,within.prep,here.adv,function.n,up.prep,meet.v,intimate [setting].a,border.v,hold.v,prehistoric.a,punctuality.n,nowadays.n,while.c,bracket.v,as of late.adv,along.prep,astride.prep,closeness.n,last.a,south.prep,recent.a,in.prep,relation.n,behind.adv,out.prep,in parallel.a,beyond.prep,adorn.v,early.a,subsequent.a,among.prep,sooner.adv,home.adv,ahead.adv,last.v,sooner rather than later.adv,connection.n,while.c,bond.n,punctual.a,inside.prep,past.a,distant.a,there.adv,at the time.adv,northeast.prep,southwest.prep,close.a,hopping.a,lately.adv,previous.a,next.a,at.prep,at present.adv,northwest.prep,between.prep,west.n,ultimately.adv,around.prep,recently.adv,of late.adv,on.prep,abut.v,ancient.a,purpose.n,as.adv,latest.a,bordering.a,all over.prep,as.adv,later.adv,connected.a,subsequently.adv,southwest.n,for.prep,coming.a,where [interrog].adv,home.n,intimate.a,contain.v,amid.prep,modern.a,tie.n,late [at night].a,atop.prep,where [relativizer].adv,future.a,tardy.a,no longer.adv,west.adv,when.adv,on time.adv,north.prep,during.prep,overnight.adv,there.adv,asphalted.a,newly.adv,over.prep,link.n,punctually.adv,brushed.a,back then.n,erstwhile.a,ubiquitous.a,hung.a,jammed.a,within.prep,persist.v,down.prep,paved.a,outlying.a,festooned.a,within.prep,prior.a,decked.a,west.prep,come on heels.v,bedecked.a,succeed.v,after.prep,bejewelled.a,bespattered.a,with.prep,spattered.a,decorated.a,studded.a,different.a,lined.a,afterwards.adv,of.prep,guest.n,ornamented.a,before.prep,varnished.a,buzz.v,hence.prep,painted.a,together.adv,lacquered.a,from.prep,glazed.a,along with.prep,gilded.a,embellished.a,panelled.a,simultaneously.adv,rife.a,crawling.a,piled.a,lively.a,littered.a,hectic.a,swarm.v,abustle.a,co-occur.v,alone.a,crawl.v,thronged.a,happening.a,down the road.adv,throng.v,identity.n,blanketed.a,co-occurrence.n,swarming.a,crowded.a,teem.v,previously.adv,jumping.a,outside the wire.adv,concurrency.n,singly.adv,afterward.adv,host.n,distinct.a,sooner rather than later.adv,in between.prep,concurrent.a,in combination.prep,right away.adv,identical.a,after.prep,ago.idio,in.prep,since.adv,out of.prep,frenetic.a,idiosyncratic.a,beforehand.adv,coincide.v,sequence.n,prior.adv
